Subclases ECOICOP ver.2;Tipo de dato;Periodo;Total
10.5.0.9 Enseñanza no formal;Variación mensual;2026M01;0
10.5.0.9 Enseñanza no formal;Variación mensual;2025M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2025M11;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2025M10;0,7
10.5.0.9 Enseñanza no formal;Variación mensual;2025M09;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2025M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2025M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2025M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2025M05;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2025M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2025M03;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2025M02;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2025M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2024M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2024M11;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2024M10;0,7
10.5.0.9 Enseñanza no formal;Variación mensual;2024M09;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2024M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2024M07;0
10.5.0.9 Enseñanza no formal;Variación mensual;2024M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2024M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2024M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2024M03;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2024M02;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2024M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2023M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2023M11;0,5
10.5.0.9 Enseñanza no formal;Variación mensual;2023M10;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2023M09;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2023M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2023M07;0
10.5.0.9 Enseñanza no formal;Variación mensual;2023M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2023M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2023M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2023M03;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2023M02;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2023M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2022M12;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2022M11;0,5
10.5.0.9 Enseñanza no formal;Variación mensual;2022M10;0,7
10.5.0.9 Enseñanza no formal;Variación mensual;2022M09;0,5
10.5.0.9 Enseñanza no formal;Variación mensual;2022M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2022M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2022M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2022M05;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2022M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2022M03;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2022M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2022M01;0
10.5.0.9 Enseñanza no formal;Variación mensual;2021M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2021M11;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2021M10;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2021M09;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2021M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2021M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2021M06;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2021M05;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2021M04;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2021M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2021M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2021M01;0
10.5.0.9 Enseñanza no formal;Variación mensual;2020M12;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2020M11;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2020M10;0
10.5.0.9 Enseñanza no formal;Variación mensual;2020M09;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2020M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2020M07;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2020M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2020M05;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2020M04;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2020M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2020M02;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2020M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2019M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2019M11;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2019M10;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2019M09;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2019M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2019M07;0
10.5.0.9 Enseñanza no formal;Variación mensual;2019M06;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2019M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2019M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2019M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2019M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2019M01;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2018M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2018M11;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2018M10;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2018M09;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2018M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2018M07;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2018M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2018M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2018M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2018M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2018M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2018M01;0
10.5.0.9 Enseñanza no formal;Variación mensual;2017M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2017M11;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2017M10;0,5
10.5.0.9 Enseñanza no formal;Variación mensual;2017M09;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2017M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2017M07;0
10.5.0.9 Enseñanza no formal;Variación mensual;2017M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2017M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2017M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2017M03;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2017M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2017M01;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2016M12;0
10.5.0.9 Enseñanza no formal;Variación mensual;2016M11;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2016M10;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2016M09;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2016M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2016M07;0
10.5.0.9 Enseñanza no formal;Variación mensual;2016M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2016M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2016M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2016M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2016M02;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2016M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2015M12;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2015M11;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2015M10;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2015M09;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2015M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2015M07;0
10.5.0.9 Enseñanza no formal;Variación mensual;2015M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2015M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2015M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2015M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2015M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2015M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2014M12;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2014M11;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2014M10;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2014M09;0
10.5.0.9 Enseñanza no formal;Variación mensual;2014M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2014M07;0
10.5.0.9 Enseñanza no formal;Variación mensual;2014M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2014M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2014M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2014M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2014M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2014M01;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2013M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2013M11;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2013M10;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2013M09;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2013M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2013M07;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2013M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2013M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2013M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2013M03;-0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2013M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2013M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2012M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2012M11;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2012M10;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2012M09;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2012M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2012M07;0
10.5.0.9 Enseñanza no formal;Variación mensual;2012M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2012M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2012M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2012M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2012M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2012M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2011M12;0
10.5.0.9 Enseñanza no formal;Variación mensual;2011M11;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2011M10;0,7
10.5.0.9 Enseñanza no formal;Variación mensual;2011M09;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2011M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2011M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2011M06;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2011M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2011M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2011M03;-0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2011M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2011M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2010M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2010M11;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2010M10;0,9
10.5.0.9 Enseñanza no formal;Variación mensual;2010M09;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2010M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2010M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2010M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2010M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2010M04;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2010M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2010M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2010M01;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2009M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2009M11;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2009M10;0,5
10.5.0.9 Enseñanza no formal;Variación mensual;2009M09;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2009M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2009M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2009M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2009M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2009M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2009M03;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2009M02;0
10.5.0.9 Enseñanza no formal;Variación mensual;2009M01;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2008M12;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2008M11;0,5
10.5.0.9 Enseñanza no formal;Variación mensual;2008M10;1,1
10.5.0.9 Enseñanza no formal;Variación mensual;2008M09;0,5
10.5.0.9 Enseñanza no formal;Variación mensual;2008M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2008M07;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2008M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2008M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2008M04;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2008M03;0
10.5.0.9 Enseñanza no formal;Variación mensual;2008M02;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2008M01;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2007M12;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2007M11;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2007M10;1,1
10.5.0.9 Enseñanza no formal;Variación mensual;2007M09;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2007M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2007M07;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2007M06;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2007M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2007M04;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2007M03;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2007M02;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2007M01;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2006M12;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2006M11;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2006M10;1,1
10.5.0.9 Enseñanza no formal;Variación mensual;2006M09;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2006M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2006M07;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2006M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2006M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2006M04;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2006M03;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2006M02;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2006M01;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2005M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2005M11;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2005M10;1
10.5.0.9 Enseñanza no formal;Variación mensual;2005M09;0,7
10.5.0.9 Enseñanza no formal;Variación mensual;2005M08;0
10.5.0.9 Enseñanza no formal;Variación mensual;2005M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2005M06;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2005M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2005M04;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2005M03;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2005M02;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2005M01;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2004M12;0,4
10.5.0.9 Enseñanza no formal;Variación mensual;2004M11;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2004M10;0,9
10.5.0.9 Enseñanza no formal;Variación mensual;2004M09;1
10.5.0.9 Enseñanza no formal;Variación mensual;2004M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2004M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2004M06;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2004M05;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2004M04;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2004M03;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2004M02;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2004M01;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2003M12;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2003M11;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2003M10;1,2
10.5.0.9 Enseñanza no formal;Variación mensual;2003M09;0,6
10.5.0.9 Enseñanza no formal;Variación mensual;2003M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2003M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2003M06;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2003M05;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2003M04;0
10.5.0.9 Enseñanza no formal;Variación mensual;2003M03;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2003M02;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2003M01;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2002M12;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2002M11;0,5
10.5.0.9 Enseñanza no formal;Variación mensual;2002M10;1,2
10.5.0.9 Enseñanza no formal;Variación mensual;2002M09;0,8
10.5.0.9 Enseñanza no formal;Variación mensual;2002M08;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2002M07;0,1
10.5.0.9 Enseñanza no formal;Variación mensual;2002M06;0
10.5.0.9 Enseñanza no formal;Variación mensual;2002M05;0
10.5.0.9 Enseñanza no formal;Variación mensual;2002M04;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2002M03;0,3
10.5.0.9 Enseñanza no formal;Variación mensual;2002M02;0,2
10.5.0.9 Enseñanza no formal;Variación mensual;2002M01;0,5
10.5.0.9 Enseñanza no formal;Variación anual;2026M02;""
10.5.0.9 Enseñanza no formal;Variación anual;2026M01;2,5
10.5.0.9 Enseñanza no formal;Variación anual;2025M12;2,6
10.5.0.9 Enseñanza no formal;Variación anual;2025M11;2,5
10.5.0.9 Enseñanza no formal;Variación anual;2025M10;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2025M09;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2025M08;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2025M07;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2025M06;2,1
10.5.0.9 Enseñanza no formal;Variación anual;2025M05;2,1
10.5.0.9 Enseñanza no formal;Variación anual;2025M04;2,1
10.5.0.9 Enseñanza no formal;Variación anual;2025M03;2
10.5.0.9 Enseñanza no formal;Variación anual;2025M02;2,2
10.5.0.9 Enseñanza no formal;Variación anual;2025M01;2,2
10.5.0.9 Enseñanza no formal;Variación anual;2024M12;2,2
10.5.0.9 Enseñanza no formal;Variación anual;2024M11;2,2
10.5.0.9 Enseñanza no formal;Variación anual;2024M10;2,4
10.5.0.9 Enseñanza no formal;Variación anual;2024M09;2,2
10.5.0.9 Enseñanza no formal;Variación anual;2024M08;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2024M07;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2024M06;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2024M05;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2024M04;2,4
10.5.0.9 Enseñanza no formal;Variación anual;2024M03;2,3
10.5.0.9 Enseñanza no formal;Variación anual;2024M02;2,2
10.5.0.9 Enseñanza no formal;Variación anual;2024M01;2,2
10.5.0.9 Enseñanza no formal;Variación anual;2023M12;2,3
